EN,UK
"Num 10:4 Bläst man nur eine, dann sollen sich bei dir die Fürsten, die israelitischen Stammeshäupter, sammeln!","4 ""Yet if only one is blown, then the leaders, the heads of the divisions of Israel, shall assemble before you."
"Oh, meine Güte.","Oh, gee."
Jahr/Jahr,Year/Year
"Volunteer World GmbH, Düsseldorf, Germany","Volunteer World GmbH, Düsseldorf, Germany"
"Sie sind dabei, sich zu verlieben.",You're about to fall in love.
"Geprüft gemäß EN 14348, EN 13702.","Examined in accordance with EN 14348, EN 13702."
"Eine fährt wieder zurück... nimmt ihren Mann, bringt ihn rüber...",One gets back and takes her husband to the other side. Mind your own business.
"1. Ein Ausschuss kann beantragen, dass der Europäische Wirtschafts- und Sozialausschuss zu allgemeinen Angelegenheiten oder zu spezifischen Punkten konsultiert wird.",1. A committee may request that the European Economic and Social Committee be consulted on matters of a general nature or on specific points.
"ein Institut führt ein System zur Berichterstattung an die Geschäftsleitung ein, damit den maßgeblichen Funktionen innerhalb des Instituts über das operationelle Risiko berichtet wird.",an institution shall implement a system of reporting to senior management that provides operational risk reports to relevant functions within the institution.
Zwischen den Parkplätzen und den Terminals verkehrt rund um die Uhr ein Shuttle-Service.,A round-the-clock shuttle service operates between the car parks and the terminals.
Sie sind hier:Home»Die WHU»Akkreditierung»AACSB,You are here:Home»About WHU»Accreditations»AACSB
Diese Entscheidung ist an die Mitgliedstaaten gerichtet.,This Decision is addressed to the Member States.
Wechselstube 12 km,Exchange office 12 km
"Ja, die Richtung, in der sich seit Jahren alles so dahin schlängelt.","Yeah, the direction your life is headed in."
"Donnerstag, 10. März 2016, 11:44 UTC+1","Donnerstag, 10. März 2016, 10:46 UTC+1"
"Mary Ellen, wenn man in der Sache gegen mich entscheidet, hörst du noch von mir.","Mary Ellen if this thing goes against me, you ain't heard the last of it."
Ein Meisterstück und ein großer Schritt vorwärts für Chaplin.,A masterpiece and a huge step forward for Chaplin.
Schlampe.,Bitch.
"Hör mal, für den Fall, dass du es nicht bemerkt hast, das da drüben ist der Feind.","Look, in case you hadn't noticed, that is the enemy over there."
Ich werde sterben.,I'm going to die.
Rechtsbehelfe vor Gericht oder bei den Verwaltungsbehörden,Judicial and administrative redress
Wer mit dem Plustek OpticFilm 120 Mittelformat-Filme digitalisieren möchte benötigt also einen sehr leistungsstarken Rechner mit viel Arbeitsspeicher.,If you want to digitize medium format films with the Plustek OpticFilm 120 you need a very powerful computer with much memory.
Kommen Sie rein.,Come.
- Es ist einen Gedanken wert.,- It's something to consider.
"Je länger einzelne Länder für ihre eigenen Opt-out-Klauseln kämpfen, desto eher wird man sich dessen bewusst, dass nicht alle Banken gleich sind, und die Bedenken des Marktes nehmen zu.","The longer individual countries fight for their own opt-outs, the more everyone becomes aware that not all banks are equal and market concerns multiply."
Juliette.,Juliette.
"Wie kommt es, daß Zentral- und Südamerikaals Teilnehmer des ""Rings aus Feuer"" nicht entkommen, dochdie Platte, die den magnetischen Nordpol beherbergt, entkommt?","Why is it that Central and South America do not escape, as participants in the Ring of Fire, but the plate housing the magnetic N. Pole escapes?"
"An den zentralen Infostand der Vereinigung der Seilbahnen binden Präsentation der einzelnen Skizentren an, übersichtlich gegliedert nach Gebirgen.",The central information stand of the Cable Car Transport Association will be linked to presentations of individual ski resorts clearly sorted by mountain ranges.
- Neue Blogs,"- Neue Blogs [""new blogs""]"
Auf dem Gebiet der Greifer-,In the area of grab technology
"Truthahn-Sandwich, Vollkorn, Salat, etwas Mayonnaise. Ich hab einen Witz für Sie.","Turkey sandwich, whole wheat, lettuce, dollop of mayonnaise, and I've got a joke for you."
Dafür bist du nicht hier.,"-Fábio, look."
Das Ausschnittbrett sollte aus polyprolene oder Polythen heraus gebildet werden.,The cutting board should be made out of polyprolene or polythene.
"Verwaltungsregionen, ganz Europa (AR)",Administrativ· regions pan-Europe (AR)
Vor Ort werden gelegentlich Quiz- und Filmabende veranstaltet.,Guests can also enjoy a game of pool or mini golf or simply relax in the the guest lounge. Quizzes and movie nights are occasionally arranged on site.
"Wenn die ‚Lieferung’ kommt, verschlimmert sie die Situation oft noch, indem wir in regierungseigene Baracken verfrachtet werden, die schlimmer sind als die Baracken, die wir selbst errichtet haben, und die menschliche Müllhaufen außerhalb der Städte sind. ‚Lieferung’ kann ein Weg sein, unseren Ausschluss aus der Gesellschaft offiziell zu machen.",When ‘delivery’ does come it often makes things worse by forcing us into government shacks that are worse than the shacks that we have built ourselves and which are in human dumping grounds far outside of the cities.’Delivery’ can be a way of formalising our exclusion from society.
"Donnerstag, 28. April 2016 19953741 Zugriffe seit Donnerstag, 24. Januar 2002","Thursday 28 April, 2016 19953740 requests since Thursday 24 January, 2002"
Sie haben mich einfach überfahren.,- You fucked my bike.
Die vier in diesem Projekt produzierten Videos wurden am 15. Juni 2012 veröffentlicht.,The four videos produced in this project were released on 15 June 2012.
"Der Auftragsbestand erhöhte sich im Berichtszeitraum deutlich von EUR 502,3 Millionen am 30. Juni 2005 auf EUR 725,1 Millionen am 30. Juni 2006.","There was a considerable improvement in the number of orders during the period, increasing from EUR 502.3 million as of 30 June 2005 to EUR 725.1 million on 30 June 2006."
"Tagged in Bildung, Business, Design, Mode","Tagged in Business, Design, Technology"
Die Reaktionen klingen gewöhnlich innerhalb weniger Tage oder Wochen wieder ab.,Reactions usually resolve in a few days to a few weeks.
"Pippo, sie rufen nach uns.",They're calling us.
"Die Villa Jazmin ist eine wunderhübsche Oase inmitten der sonnigen Wüste von Ica. Es ist der ideale Platz zum Entspannen aber auch ein guter Startplatz für Ausflüge zu den Ballestas Inseln, dem Paracas Naturschutzgebiet, den Nazcalinien oder zum Baggerfahren in den Dünen.","Villa Jazmin is a beautiful oasis in the midst of Ica's sunny desert. It's the ideal place to relax as well as an excellent base for active travelers looking to visit the Ballestas Islands, the Paracas National Reserve, the Nazca Lines or go dune buggying."
"Hunter, Norrie, Joe, Barbie, einfach jeden.","Hunter, Norrie, Joe, Barbie, everyone."
Folgende Seite wird von Ihnen empfohlen: https://www.rau-consultants.de......ebot/junior-exportmanager.html,You recommend the following page: https://www.rau-consultants.de......6110f03ca81eef0972aab2dc6e1b42
"Und als die religiösen Leiter Geldwechslern erlaubten, im Tempel Handel zu treiben, trieb Christus sie mit einer Peitsche hinaus und nannte sie Räuber. Geliebte Mitchristen, das ist entschiedener Ernst!","And when the religious leaders allowed moneychangers to do business in the temple, Christ drove them out with a whip, calling them robbers."
Psychisch erkrankte Patienten brauchen bestimmt jede Menge Geduld.,"I mean, mental patients probably need tons of patience."
HAT FOLGENDE VERORDNUNG ERLASSEN:,HAS ADOPTED THIS REGULATION:
Seite 2/4,Seite 2/4
"Ich war gerade 16 Jahre alt geworden, als ich eines nebligen Septembernachmittags vor dem Fernseher saß.",I had just turned 16.
Des Weiteren reagiert sie auf die Ateliersituation per se mit der Frage nach schöpferischem Tun.,She also reacts to the studio situation per se with the question of creative activity.
"Freitag, 11. März 2016, 02:24 UTC+1","Freitag, 11. März 2016, 07:37 UTC+1"
"Viele derartige Äußerungen wurden auf der Webseite von Aporrea gepostet, auf der zur Unterstützung des Chavismus eine Plattform eingerichtet wurde. Viele wurden jedoch auch von oppositionsnahen Bloggern und Facebook-Nutzern geteilt.","Many of these opinions were shared by the site Aporrea, which has opened a space in support of Chavism, but many others have been shared in addition by bloggers and Facebook users identifying with the opposition."
grüner,green
"(2. September 2012, 21:56)","(Jul 10th 2010, 8:25pm)"
(Schritten nähern sich),(FOOTSTEPS APPROACHING)
"Ich weiß, aber...","I know, but..."
"Wie man betrachtet, sind Spielautomaten die populärste Spielmethode in Kasinos. Es gibt ungefähr 70 Prozent des Einkommens des durchschnittlichen Kasinos. Kasinos bekommen 30 Prozent der Gewinne von Spielautomaten von Problem-Spielern.",Slot machines are considered to be the most popular gambling method in casinos. It gives about 70 percent of the average casino's income. Casinos get 30 percent of the profits from gambling machines from problem gamblers.
"In den Schlussfolgerungen der luxemburgischen Präsidentschaft (22. - 23. März 2005) und in Anlage I dieser Schlussfolgerungen wird der Europäische Pakt für die Jugend erwähnt, der theoretisch Maßnahmen in drei Bereichen umfasst.",Annex I to the Luxembourg Presidency's conclusions of 22-23 March 2005 sets out the European Youth Pact which proposes three lines of action.
- Geh rüber.,- Go on over.
F es war sehr freundlich an der Rezeption.,F it was very friendly at the front desk.
"Es sieht sich vorher, dass Progettazione von dem neuen Mittel und der anwendet Antrieb KW von Caterpillar auf jen von der Lokomotive von dem Manöver TEM18DM von Transmashholding gestützt wird eine Gasturbine von 1.000 sein wird.",One previews that the planning of new means will be based on that of the locomotive from maneuver TEM18DM of Transmashholding and the employed propeller will be a gas turbine of 1.000 kW of Caterpillar.
"So werden sie von der Kommission — und nicht vom Rat — eingesetzt und sind klar darauf ausgerichtet, die Kommission mit Informationen zu versorgen, insbesondere in Stellungnahmen aus wichtigen Sektoren, die sonst Gefahr laufen würden, auf EG-Ebene vom politischen Prozeß ausgeschlossen zu werden.","Thus, they are established by the Commission — not the Council — and are clearly oriented towards providing the Commission with information and, especially, opinions from important sectors which otherwise might be in danger of being left out of the policy process at EC level."
"Tut mir leid für Sie, Lady Bertram.","I do feel for you, Lady Bertram."
Gerade in der alternden Gesellschaft ist die Sicherung der Flexibilität des Arbeitsmarktes und der Qualifikation der Arbeitskräfte eine Dauerbaustelle.,Especially an ageing society must continually strive to maintain labour market flexibility and high qualification levels for its labour force.
"Beim zweiten Punkt, der die Mittelausstattung betrifft, können wir meiner Meinung nach mehr als zufrieden sein, da es uns gelungen ist, bei der Gesamtsumme der sieben Programme 23,1 Millionen Euro – gestatten Sie mir den Ausdruck – „herauszuholen“, mehr als der Rat vorgeschlagen hatte.","Secondly, with regard to the financial contribution, I believe we can feel more than satisfied, since we have been able – if you pardon the expression – to ‘wrench out’, as a total for the seven programmes, EUR 23.1 million, more than the sum proposed by the Council."
Du hast uns erschreckt.,"You scared us, buddy."
Wir müssen zuschlagen.,We can't wait any more!
Diese Reisegenehmigung muss eine notarielle Beglaubigung oder ein Stempel des Konsulats/Botschaft haben.,This travel permit must be notarised or stamped by the consulate/embassy.
Ergon (12),Ergon (12)
"Darunter als eine der, mit knapp 400 Personen, mitgliederstärksten Garnisonen innerhalb der Legion die „German Garrison“ aus Deutschland.",The CO is the chief administrator of the Garrison and is responsible for the operations of the Garrison and the coordination of events that occur within the Garrison's boundaries.
Zur Anwendung des Dubliner Übereinkommens ausgestellte Laissez-passer,Laissez-passer produced for the purposes of the Dublin Convention
"Er hat mich nicht umgebracht, weil ein biss- chen ihrer Seele in meinen Beinen steckt.","He didn't kill me because there's a little bit of their soul inside my legs, isn't there?"
"Dave, es ist größer. geworden.","Dave, it's bigger now."
- Haben das noch niemandem erzählt. - Warum?,- Hadn't told anyone yet.
"Es stellt eine logische Fortsetzung der Initiativen von 2002 dar, und wir erwarten und hoffen, dass Frauenverbände als Antwort auf diese Aufforderung tragfähige Vorschläge einreichen.",This constitutes a logical continuation of the 2002 initiatives and we expect and hope that women's associations will submit sound proposals in response to this call.
